Horodateur,De quel streamer as-tu suivi la saison en majorité ?,"1 - Héros de la saison

Un joueur reconnu pour son intégrité et son honneur, bien qu'il soit prêt à quelques mensonges pour gagner. Il veut porter la saison vers le haut.","2 - Vilain de la saison

Un joueur prêt à tout pour gagner, même les manigances les plus maléfiques. Mensonges, trahisons et manipulation sont ses mots fétiches.","3 - Best Prémerge

Une personne qui a été éliminé en pre-merge (de 11ème à 18ème) qui vous a particulièrement marquée, que ça soit par son jeu ou juste par simple fait que vous l'appréciez beaucoup !","4 - Mérite de revenir

Le joueur qui devrait ABSOLUMENT avoir une seconde chance car il n'a pas eu le temps de montrer tout ce qu'il avait dans le ventre ou alors que vous l'avez juste adoré et que vous voulez revoir ses prouesses.","5 - Surprise de la saison

Le joueur qui vous a le plus surpris. Au début de la saison, vous vous dites que X n'allait pas faire grand chose/n'allait pas tenir longtemps, et au final, il a accompli bien plus que vous le pensiez !","6 - Best Stratège

Celui qui a fait le plus de stratégies, aussi bien de façon ouverte que dans le dos des gens. Il veut contrôler son destin à 100%, mais aussi celui des autres ...","7 - Best Social

Celui qui a réussi à nouer de nombreuses relations avec les personnes sur le campement. Il veut peut-être avoir beaucoup d'alliances, ou peut tout justement bien s'entendre avec tout le monde par son enthousiasme !","8 - Best Conseil

Quel a été le meilleur conseil de la saison, le plus marquant ? Celui qui a été éliminé à ce conseil emporte cet award ... c'est un bon compromis, non ?","9 - Challenge Beast

Qui est le joueur ayant le plus dominé sur les épreuves lors de la saison ?","10 - Best alliance

Quelle était la meilleure alliance (au moins 3 personnes)
Il y a différentes propositions, mais vous êtes libres d'ajouter une autre alliance, merci de respecter la syntaxe suivante : 
[Pseudo1]/[Pseudo2]/[Pseudo3]/...","11 - Best Rivalité

2 personnes qui ne peuvent pas se saquer ! Il y a différentes propositions, mais vous êtes libres d'ajouter un autre duo, merci de respecter la syntaxe suivante :
[Pseudo1]/[Pseudo2])","12 - Best Duo

Le duo qui a marqué la saison ! Il y a différentes propositions, mais vous êtes libres d'ajouter un autre duo, merci de respecter la syntaxe suivante : 
[Pseudo1]/[Pseudo2]","13 - Best Avantage Play

Quel avantage a été le mieux joué selon vous, et a le plus retourné le jeu en la faveur de la personne ?","14 - Worst Avantage Play

A contrario, quel avantage a été le moins bien joué dans la saison ?","15 - Best move

Quel move (pas forcément avec un avantage) a été réalisé cette saison et que vous avez préféré ?","16 - Fan Favorite

Quel a été le joueur que vous avez globalement adoré, peu importe les critères.
LE joueur parmi les joueurs !","17 - Meme de la saison

Le meme de la saison. Une chose drôle à laquelle on pense DIRECTEMENT quand on parle de la S21 !",Si vous devriez mettre une note à la saison ...,(Si vous voulez mettre un petit commentaire sur la saison)
22/03/2025 20:20:28,ThatDanmGirl (Clem),11 - Laupok,15 - Martin (Ponk),12 - Kao,11 - Laupok,? - Humility,15 - Martin (Ponk),5 - Lvcyd,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Jimmy,Laupok/Gomart,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",5 - Lvcyd,Lvcyd qui vole tout sur les épreuves,18/20,
22/03/2025 20:20:39,Commu Survisland,11 - Laupok,11 - Laupok,16 - Sundae,16 - Sundae,11 - Laupok,? - Mathox,? - Mathox,6 - Flannou,? - Mathox,Mathox/Kao/Clem/Lucyd,Laupok/Martin,Laupok/Gomart,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",11 - Laupok,Anaee et ses schémas de stratégies,14/20,ca vaut pas la S17 quand même
22/03/2025 20:20:41,Mathox,? - Mathox,? - Mathox,12 - Kao,,6 - Flannou,? - Mathox,9 - Clem (ThatDanmGirl),5 - Lvcyd,? - Mathox,Mathox/Kao/Clem/Lucyd,Flannou/Guill,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F8),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",6 - Flannou,Le colier d'imuniter sur le camp des rouge trouver par MathoX a cause de la mort de Kao pres du lieu et trouver juste a temps,18/20,Merci pour l'organisation. <3 pour tout le travaille fait dans lombre!
22/03/2025 20:20:43,Laupok,11 - Laupok,6 - Flannou,17 - Gomart,18 - Cizayoxy,? - Anaee,6 - Flannou,? - Mathox,7 - Guill,? - Mathox,Laupok/DemaZelle/Clem,Flannou/Guill,Laupok/Gomart,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",10 - DemaZelle,Gom4rt qui se tape une barre parce que Laupok est asthmatique,16/20,
22/03/2025 20:20:45,Mathox,? - Mathox,15 - Martin (Ponk),12 - Kao,11 - Laupok,11 - Laupok,? - Mathox,5 - Lvcyd,7 - Guill,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F8),Laupok fait un gros blindside sur Ponk (F15),5 - Lvcyd,Lvcyd qui vole tout sur les épreuves,18/20,
22/03/2025 20:21:25,Mathox,? - Mathox,? - Mathox,12 - Kao,15 - Martin (Ponk),5 - Lvcyd,? - Mathox,? - Mathox,7 - Guill,? - Mathox,Mathox/Kao/Clem/Lucyd,Mathox/Guill,Mathox/Kao,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,Lvcyd qui vole tout sur les épreuves,17/20,"je mets 17, parce que la fin est nulle, les mecs veulent pas gagner c'est dommage ça fait de l'anti jeu à mon sens, on a pas encore vu la finale mais ça crée une ambiance horribles sur les derniers EP, je pense que c'est parce que c'est des guess choisi ? pas des gens inscrits d'eux même je ne sais pas, mais la saison était incroyable, j'ai suivi MathoX à 100% c'était vraiment des weekends de fou, merci ! ça fait plaisir de le voir sortir de sa zone de confort. Bravo aux orga, au staff, et/ou autre, vous êtes trop forts, les épreuves sont insane, encore bravo et MERCI <3"
22/03/2025 20:21:41,Mathox,? - Mathox,7 - Guill,12 - Kao,13 - Lapin,? - Humility,7 - Guill,? - Humility,7 - Guill,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Guill,Mathox/Kao,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,Lvcyd qui vole tout sur les épreuves,17/20,
22/03/2025 20:21:45,Guill,11 - Laupok,16 - Sundae,16 - Sundae,16 - Sundae,? - Anaee,7 - Guill,? - Humility,15 - Martin (Ponk),8 - Jimmy,Guill/Jimmy/Julgane/Laupok,Flannou/Jimmy,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,Julgane qui a passé sa vie à random.org au lieu de créer du content,17/20,
22/03/2025 20:21:47,Flannou,? - Mathox,7 - Guill,16 - Sundae,16 - Sundae,5 - Lvcyd,? - Mathox,? - Mathox,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Laupok/Martin,Mathox/Flannou,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),16 - Sundae,Mathox qui construit son Harem,18/20,
22/03/2025 20:21:52,Guill,? - Mathox,? - Mathox,13 - Lapin,13 - Lapin,? - Mathox,? - Mathox,7 - Guill,6 - Flannou,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Jimmy,Anaee/Julgane,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Humility,L'idol jaune qui s'est faite marchée dessus pendant 5 épisodes,18/20,
22/03/2025 20:21:54,Laupok,11 - Laupok,6 - Flannou,17 - Gomart,11 - Laupok,? - Julgane,15 - Martin (Ponk),? - Julgane,11 - Laupok,? - Julgane,Guill/Jimmy/Julgane/Laupok,Flannou/Jimmy,Laupok/Gomart,Jimmy joue son idol sur lui-même (F10),Flannou joue son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",11 - Laupok,L'idol jaune qui s'est faite marchée dessus pendant 5 épisodes,15/20,"Bonjour, j'ai trouvé qu'il y avait un trop grand écart de compétences et de connaissances du jeu entre les joueurs. Du coup peu d'équité sur la majorité des épreuves. Dommage.
J'ai regretté également que les éliminations ne porte pas plus sur les épreuves que sur les fourberies. 
Malgrès tout je me suis régalée.
Merci pour ce travail c'était chouette.
ML"
22/03/2025 20:22:01,Mathox,5 - Lvcyd,15 - Martin (Ponk),12 - Kao,18 - Cizayoxy,5 - Lvcyd,? - Mathox,? - Humility,7 - Guill,? - Mathox,Mathox/Kao/Clem/Lucyd,Flannou/Guill,Mathox/Kao,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",5 - Lvcyd,Kao et ses vannes sur tout (notamment les champignons),17/20,Plus d'épreuves dans le même style que l'orientation avec différents choix qui changent vraiment d'une pov a l'autre mais plus individuellement. C'était top. (Si possibilité d'avoir la map pour faire certaines épreuves ce serait top) <3
22/03/2025 20:22:37,Mathox,7 - Guill,11 - Laupok,12 - Kao,7 - Guill,8 - Jimmy,? - Mathox,? - Mathox,7 - Guill,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Jimmy,Mathox/Kao,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Mathox,Lvcyd qui vole tout sur les épreuves,17/20,
22/03/2025 20:22:47,Mathox,6 - Flannou,? - Mathox,12 - Kao,16 - Sundae,? - Humility,7 - Guill,7 - Guill,,? - Mathox,Guill/Jimmy/Julgane/Laupok,,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),,"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",5 - Lvcyd,Kao et ses vannes sur tout (notamment les champignons),20/20,
22/03/2025 20:22:54,Mathox,? - Mathox,? - Mathox,12 - Kao,15 - Martin (Ponk),? - Mathox,? - Mathox,? - Humility,9 - Clem (ThatDanmGirl),? - Mathox,Mathox/Kao/Clem/Lucyd,Flannou/Jimmy,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,Lvcyd qui vole tout sur les épreuves,16/20,
22/03/2025 20:22:57,Mathox,? - Mathox,11 - Laupok,12 - Kao,12 - Kao,? - Mathox,? - Mathox,? - Julgane,7 - Guill,? - Mathox,Mathox/Kao/Clem/Lucyd,Flannou/Jimmy,Mathox/Kao,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),12 - Kao,Kao et ses vannes sur tout (notamment les champignons),14/20,"Superbe saison ! Je n'aurais jamais regardé un tel concept sans connaitre les participants, c'est l'attache aux streameurs qui m'a convaincue (Je n'aurais peut etre pas autant suivi sans mathox a vrai dire, j'aurais suivi Guill). Le point negatif c'est que les affinités et informations extérieures ont beaucoup influencé (ex: Guill le grand manipulateur). Un peu dommage aussi le coté trop bisounours et les différents ""abandons"" pour raison externes mais que l'on comprend et une finale ou les gens ne veulent pas gagner. Mais overall c'était une superbe expérience a suivre, merci pour l'orga <3 "
22/03/2025 20:23:08,Jimmy,? - Humility,? - Mathox,15 - Martin (Ponk),13 - Lapin,? - Anaee,? - Mathox,? - Mathox,15 - Martin (Ponk),? - Mathox,Guill/Jimmy/Julgane/Humility,Flannou/Jimmy,Humility/Guill,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Humility,Les verts ont tout perdu,18/20,
22/03/2025 20:23:19,Mathox,7 - Guill,? - Anaee,12 - Kao,15 - Martin (Ponk),5 - Lvcyd,? - Mathox,? - Humility,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Jimmy,Lvcyd/Flannou,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),Laupok fait un gros blindside sur Ponk (F15),6 - Flannou,Lvcyd qui vole tout sur les épreuves,17/20,"j'ai adoré suivre les différentes pov j'attendais toute la semaine pour voir, je m'endormé en pensant qu'a cela, vraiment émotionnellement impliqué j'ai vu tous les lives et je me tapais parfois les rediff des autres en *2 pour être sur de ne rien manqué merci pour le divertissement"
22/03/2025 20:23:19,Guill,11 - Laupok,15 - Martin (Ponk),16 - Sundae,13 - Lapin,5 - Lvcyd,11 - Laupok,6 - Flannou,15 - Martin (Ponk),? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Jimmy,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),Flannou joue son idol (F8),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",7 - Guill,Kao et ses vannes sur tout (notamment les champignons),14/20,
22/03/2025 20:23:20,Mathox,? - Julgane,? - Mathox,12 - Kao,6 - Flannou,5 - Lvcyd,? - Anaee,? - Humility,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou,Flannou/Jimmy,Lvcyd/Flannou,Jimmy joue son idol sur lui-même (F10),Flannou joue son idol (F8),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,Lvcyd qui vole tout sur les épreuves,16/20,C’était trop bien 
22/03/2025 20:23:32,Laupok,11 - Laupok,? - Mathox,15 - Martin (Ponk),11 - Laupok,7 - Guill,? - Mathox,? - Julgane,11 - Laupok,? - Mathox,Guill/Jimmy/Julgane/Laupok,Laupok/Lvcyd,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,Les Hwasan développent une addiction aux croissants,19/20,
22/03/2025 20:23:48,Guill,7 - Guill,6 - Flannou,16 - Sundae,7 - Guill,? - Humility,11 - Laupok,? - Mathox,7 - Guill,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Guill,Humility/Guill,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",7 - Guill,Kao et ses vannes sur tout (notamment les champignons),15/20,
22/03/2025 20:23:51,Mathox,? - Mathox,11 - Laupok,12 - Kao,15 - Martin (Ponk),? - Humility,? - Mathox,5 - Lvcyd,7 - Guill,? - Mathox,Guill/Jimmy/Julgane/Laupok,Mathox/Guill,flanny/lvcyd,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),5 - Lvcyd,Kao et ses vannes sur tout (notamment les champignons),14/20,dommage que pas assez de personnes veulent vraiment gagner. Que ce soit le random.org ou se sacrifier soit meme.
22/03/2025 20:24:00,Mathox,7 - Guill,? - Mathox,12 - Kao,11 - Laupok,? - Mathox,? - Anaee,? - Humility,10 - DemaZelle,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Jimmy,mathox/flannou,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),Laupok fait un gros blindside sur Ponk (F15),? - Mathox,Julgane qui a passé sa vie à random.org au lieu de créer du content,14/20,Pas assez de coup bas
22/03/2025 20:24:09,Mathox,17 - Gomart,? - Mathox,12 - Kao,17 - Gomart,5 - Lvcyd,7 - Guill,7 - Guill,10 - DemaZelle,? - Mathox,Mathox/Kao/Clem/Lucyd,Flannou/Jimmy,Mathox/Lvcyd,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,Lvcyd qui vole tout sur les épreuves,15/20,
22/03/2025 20:24:12,Mathox,? - Julgane,15 - Martin (Ponk),12 - Kao,11 - Laupok,? - Anaee,? - Anaee,? - Mathox,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Jimmy,Lvcyd/Flannou,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),Laupok fait un gros blindside sur Ponk (F15),6 - Flannou,Lvcyd qui vole tout sur les épreuves,17/20,
22/03/2025 20:24:14,Guill,7 - Guill,11 - Laupok,16 - Sundae,16 - Sundae,5 - Lvcyd,6 - Flannou,6 - Flannou,6 - Flannou,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Guill,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),6 - Flannou,Les Hwasan développent une addiction aux croissants,16/20,
22/03/2025 20:24:41,Mathox,? - Julgane,8 - Jimmy,16 - Sundae,16 - Sundae,7 - Guill,? - Mathox,5 - Lvcyd,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Jimmy,Clem/DemaZelle,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),,5 - Lvcyd,Lvcyd qui vole tout sur les épreuves,16/20,
22/03/2025 20:24:43,Guill,7 - Guill,? - Mathox,15 - Martin (Ponk),15 - Martin (Ponk),? - Humility,? - Mathox,7 - Guill,6 - Flannou,? - Mathox,Anaee/Julgane/Guill/Humility,Mathox/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",7 - Guill,Les verts ont tout perdu,19/20,J'ai trouvé ça incroyable malgré les trahisons que certains n'auraient pas voulu voir mais c'est le but du jeu et ça a été très bien joué (une autre saison plsss) et merci au staff qu'ils ont été incroyables tout au long de l'aventure
22/03/2025 20:24:48,Julgane,? - Julgane,15 - Martin (Ponk),16 - Sundae,7 - Guill,? - Humility,? - Mathox,? - Julgane,6 - Flannou,? - Mathox,Guill/Jimmy/Julgane/Laupok,Mathox/Guill,Guill/Laupok,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Julgane,Mathox qui construit son Harem,18/20,
22/03/2025 20:25:12,Guill,? - Humility,? - Mathox,12 - Kao,11 - Laupok,? - Humility,7 - Guill,? - Humility,15 - Martin (Ponk),? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Laupok/Martin,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F10),Laupok fait un gros blindside sur Ponk (F15),12 - Kao,Kao et ses vannes sur tout (notamment les champignons),14/20,
22/03/2025 20:25:37,Guill,7 - Guill,6 - Flannou,16 - Sundae,11 - Laupok,11 - Laupok,? - Mathox,7 - Guill,7 - Guill,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",11 - Laupok,Julgane qui a passé sa vie à random.org au lieu de créer du content,16/20,"Trop de collier en fin de partie .
Mathox ne gagne pas est c'est exceptionnel ! Haha 
Merci beaucoup pour votre travail un gros gg"
22/03/2025 20:25:39,Mathox,? - Mathox,15 - Martin (Ponk),12 - Kao,11 - Laupok,? - Anaee,? - Mathox,? - Julgane,12 - Kao,? - Mathox,Mathox/Kao/Clem/Lucyd,Laupok/Martin,Mathox/Kao,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),? - Mathox,Les verts ont tout perdu,18/20,"Trop trop cool, de trop belles découvertes (bon c'est carrément Mathox ma meilleure découverte (jsuis sûre que vous auriez jamais pu le deviner)) mais bref j'ai trop surkiffé. Je connaissais pas du tout, et j'ai grave aimé ! Je continuerai à regarder les prochaines saisons hihi. Je mets pas 20 parce que j'ai pas aimé le sel qui était un peu trop présent chez les joueurs ou dans le tchat parfois mais après je comprends, tout le monde ressent des émotions et tout, mais faut pas le prendre autant à cœur je pense 🤍 Tout le monde a l'air d'être trop pipou, donc vraiment le seul défaut c'était juste le sel un peu trop présent et un peu trop violent parfois :)"
22/03/2025 20:25:40,Mathox,? - Humility,? - Mathox,16 - Sundae,? - Anaee,? - Julgane,? - Mathox,? - Humility,7 - Guill,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Jimmy,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Anaee,Mathox qui construit son Harem,14/20,
22/03/2025 20:25:57,Mathox,? - Julgane,? - Mathox,17 - Gomart,11 - Laupok,? - Humility,? - Mathox,5 - Lvcyd,7 - Guill,? - Mathox,Laupok/Flannou/Jimmy,Mathox/Guill,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",11 - Laupok,Julgane qui a passé sa vie à random.org au lieu de créer du content,15/20,
22/03/2025 20:26:27,Mathox,? - Mathox,? - Mathox,12 - Kao,11 - Laupok,? - Julgane,? - Mathox,? - Julgane,7 - Guill,? - Mathox,la team rouge,Flannou/Jimmy,Mathox/Kao,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),Laupok fait un gros blindside sur Ponk (F15),? - Mathox,Mathox qui construit son Harem,15/20,"C'est ultra dommage que les gens, surtout à la fin, n'aient pas envie de gagner, qu'il y a eu beaucoup de random, pas assez de mensonges et trahisons / """"""""beau jeu"""""" (qui est subjectif évidemment) et que beaucoup ne voulaient pas se mouiller. Mais sinon j'ai vraiment adoré, le fait qu'il aurait pu y avoir teeeeeellement de fins différentes etc. Merci au staff et à tous les joueurs, zetes les goats, merci pour tout"
22/03/2025 20:26:27,Mathox,11 - Laupok,15 - Martin (Ponk),12 - Kao,18 - Cizayoxy,5 - Lvcyd,? - Mathox,5 - Lvcyd,7 - Guill,? - Mathox,,Flannou/Jimmy,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),Laupok fait un gros blindside sur Ponk (F15),? - Mathox,Lvcyd qui vole tout sur les épreuves,13/20,"Le vote random (feux d'artifice) aux F6 à un peu tué la fin de saison (quelque soit la personne sorti à ce moment là, que ce soit Flannou, Julgane ou Humility qui sortait), il aurait fallu casser de force le 3vs3 d'une façon ou d'une autre avant ce conseil (genre destin lié), ç'est sacrément nul que les 3 personnes en final se joue (presque, dépend de qui gagne l'immunité au F4 si il y a une immunité) sur de l'aléatoire, en particulier si tard dans la saison."
22/03/2025 20:26:40,Anaee,5 - Lvcyd,8 - Jimmy,12 - Kao,12 - Kao,? - Anaee,7 - Guill,? - Humility,10 - DemaZelle,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Jimmy,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F8),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",5 - Lvcyd,Lvcyd qui vole tout sur les épreuves,19/20,"Merci de nous avoir fait vivre tout ça, c'était super quelque soit la POV <3"
22/03/2025 20:26:49,Guill,? - Humility,7 - Guill,15 - Martin (Ponk),15 - Martin (Ponk),? - Anaee,7 - Guill,? - Humility,7 - Guill,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Jimmy,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),? - Julgane,Julgane qui a passé sa vie à random.org au lieu de créer du content,14/20,
22/03/2025 20:26:54,Guill,? - Mathox,? - Mathox,15 - Martin (Ponk),15 - Martin (Ponk),? - Julgane,7 - Guill,? - Humility,10 - DemaZelle,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Jimmy,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Julgane,Mathox qui construit son Harem,16/20,
22/03/2025 20:26:56,Mathox,7 - Guill,? - Mathox,17 - Gomart,11 - Laupok,? - Anaee,? - Mathox,12 - Kao,7 - Guill,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Jimmy,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),,Laupok fait un gros blindside sur Ponk (F15),? - Mathox,Lvcyd qui vole tout sur les épreuves,16/20,
22/03/2025 20:27:01,Mathox,5 - Lvcyd,? - Mathox,12 - Kao,? - Mathox,? - Mathox,? - Mathox,? - Mathox,7 - Guill,? - Mathox,Mathox/Kao/Clem/Lucyd,Flannou/Jimmy,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Mathox,Lvcyd qui vole tout sur les épreuves,20/20,
22/03/2025 20:27:01,Laupok,11 - Laupok,8 - Jimmy,17 - Gomart,11 - Laupok,? - Anaee,11 - Laupok,11 - Laupok,11 - Laupok,? - Mathox,Laupok/Flannou/DemaZelle,Flannou/Guill,Laupok/Gomart,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,Les verts ont tout perdu,19/20,J'ai découvert Survivor avec cette saison ! Incroyable j'ai adoré même si mes streameurs favoris ont été éliminés
22/03/2025 20:27:14,Guill,? - Anaee,? - Mathox,,,5 - Lvcyd,? - Mathox,,7 - Guill,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Jimmy,Anaee/Julgane,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),5 - Lvcyd,,17/20,
22/03/2025 20:27:20,Guill,? - Humility,? - Mathox,12 - Kao,11 - Laupok,? - Humility,7 - Guill,? - Humility,7 - Guill,? - Mathox,Anaee/Julgane/Guill/Jimmy,Mathox/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Humility,Kao et ses vannes sur tout (notamment les champignons),12/20,
22/03/2025 20:27:43,Mathox,? - Mathox,7 - Guill,13 - Lapin,17 - Gomart,? - Anaee,? - Mathox,5 - Lvcyd,15 - Martin (Ponk),? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Jimmy,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),? - Mathox,Les verts ont tout perdu,18/20,"C'était super (casting/épreuves/content), moi et ma soeur avons adoré on attendra la saison 2 avec impatiente"
